Name,ViewUrl,HomeUrl,Description,DescriptionSourceUrl,Author,ForumUrl,IssuesUrl,EmailAddress,DonateUrl
Unified Hosts + Fakenews + Porn,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/fakenews-porn/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Fakenews + Porn + Social,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/fakenews-porn-social/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Fakenews + Social,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/fakenews-social/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Gambling,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/gambling/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Gambling + Porn,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/gambling-porn/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Gambling + Porn + Social,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/gambling-porn-social/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Gambling + Social,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/gambling-social/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Porn,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/porn/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Porn + Social,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/porn-social/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Social,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/social/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Web Annoyances Ultralist,https://raw.githubusercontent.com/yourduskquibbles/webannoyances/master/ultralist.txt,https://github.com/yourduskquibbles/webannoyances,Block annoying web elements and reclaim lost screen real estate to make the web more user friendly!,https://raw.githubusercontent.com/yourduskquibbles/webannoyances/master/ultralist.txt,,,https://github.com/yourduskquibbles/webannoyances/issues,,
Wiltteri,https://raw.githubusercontent.com/wiltteri/subscriptions/master/wiltteri.txt,https://github.com/wiltteri/subscriptions,Finnish supplement list for EasyList.,https://raw.githubusercontent.com/wiltteri/subscriptions/master/wiltteri.txt,,,,,
Wiltteri Reborn,https://raw.githubusercontent.com/wiltteri/subscriptions/master/wiltteri-reborn.txt,https://github.com/wiltteri/subscriptions,Finnish supplement list for EasyList.,https://raw.githubusercontent.com/wiltteri/subscriptions/master/wiltteri-reborn.txt,,,,,
X Files: HWS Harmful WebSites,https://raw.githubusercontent.com/gioxx/xfiles/master/siteblock.txt,http://noads.it/,"The module that serves to protect the user's navigation, seamlessly integrates to subscriptions already installed on your Adblock Plus.",https://github.com/gioxx/xfiles,,https://abpxfiles.uservoice.com/,https://github.com/gioxx/xfiles/issues,,https://paypal.me/gioxx/5
X Files: NoFacebookAds,https://raw.githubusercontent.com/gioxx/xfiles/master/facebook.txt,http://noads.it/,"Born from the need to block advertisements on the increasingly popular social network, this module is a great way to complete the protection offered by Adblock Plus and X Files during daily navigation. It may be associated with the main module of the X-Files or third-party lists.",https://github.com/gioxx/xfiles,,https://abpxfiles.uservoice.com/,https://github.com/gioxx/xfiles/issues,,https://paypal.me/gioxx/5
YousList,https://raw.githubusercontent.com/yous/YousList/master/youslist.txt,https://github.com/yous/YousList,Blocks Korean regional advertisements and trackers.,,,,https://github.com/yous/YousList/issues,,
YouTube: Other Annoyances,https://easylist-downloads.adblockplus.org/yt_annoyances_other.txt,https://youtube.adblockplus.me/,Block only other annoyances.,https://youtube.adblockplus.me/,,,,subscriptionlist@adblockplus.org,https://adblockplus.org/en/donate
YouTube: Pure Video Experience,https://easylist-downloads.adblockplus.org/yt_annoyances_full.txt,https://youtube.adblockplus.me/,Block all YouTube annoyances.,https://youtube.adblockplus.me/,,,,        subscriptionlist@adblockplus.org,https://adblockplus.org/en/donate
YouTube: Remove Comments,https://easylist-downloads.adblockplus.org/yt_annoyances_comments.txt,https://youtube.adblockplus.me/,Block only comments.,https://youtube.adblockplus.me/,,,,subscriptionlist@adblockplus.org,https://adblockplus.org/en/donate
YouTube: Remove Youtube Suggestions,https://easylist-downloads.adblockplus.org/yt_annoyances_suggestions.txt,https://youtube.adblockplus.me/,Block only suggestions.,https://youtube.adblockplus.me/,,,,subscriptionlist@adblockplus.org,https://adblockplus.org/en/donate
